Transaction_ID,Is_Anomaly,Scenario_Type,Anomaly_ID,Injected_Signals,Severity
TXN_00001726,1,IMSI_IMEI_PAIR_NOVELTY,ANM_93999,SYNTHETIC,CRITICAL
TXN_00001737,1,SUBTLE_MULTI_SOURCE_SUSPICIOUS_PATTERN,ANM_34010,SYNTHETIC,LOW
TXN_00001738,1,REPEATED_CALLS_BEFORE_TRANSACTION,ANM_68312,SYNTHETIC,CRITICAL
TXN_00001740,1,SUBTLE_MULTI_SOURCE_SUSPICIOUS_PATTERN,ANM_82688,SYNTHETIC,LOW
TXN_00001745,1,NEW_DEVICE_AROUND_TRANSACTION,ANM_29073,SYNTHETIC,MEDIUM
TXN_00001746,1,SUBTLE_MULTI_SOURCE_SUSPICIOUS_PATTERN,ANM_25450,SYNTHETIC,MEDIUM
TXN_00001748,1,ODD_HOUR_TRANSACTION,ANM_33644,SYNTHETIC,LOW
TXN_00001750,1,UNUSUAL_CALL_BEFORE_TRANSACTION,ANM_93830,SYNTHETIC,LOW
TXN_00001754,1,NETWORK_SESSION_BURST_AROUND_TRANSACTION,ANM_41188,SYNTHETIC,MEDIUM
TXN_00001761,1,NEW_DEVICE_AROUND_TRANSACTION,ANM_15807,SYNTHETIC,MEDIUM
TXN_00001767,1,SUBTLE_MULTI_SOURCE_SUSPICIOUS_PATTERN,ANM_37595,SYNTHETIC,HIGH
TXN_00001771,1,UNUSUAL_LOCATION_CONTEXT,ANM_80720,SYNTHETIC,HIGH
TXN_00001780,1,REPEATED_CALLS_BEFORE_TRANSACTION,ANM_63463,SYNTHETIC,CRITICAL
TXN_00001782,1,SUBTLE_MULTI_SOURCE_SUSPICIOUS_PATTERN,ANM_48492,SYNTHETIC,MEDIUM
TXN_00001783,1,NEW_DEVICE_AROUND_TRANSACTION,ANM_87357,SYNTHETIC,LOW
TXN_00001784,1,REPEATED_CALLS_BEFORE_TRANSACTION,ANM_25341,SYNTHETIC,LOW
TXN_00001785,1,UNUSUAL_CALL_BEFORE_TRANSACTION,ANM_45034,SYNTHETIC,CRITICAL
TXN_00001786,1,AMOUNT_PLUS_NEW_BENEFICIARY,ANM_62213,SYNTHETIC,HIGH
TXN_00001787,1,UNUSUAL_LOCATION_CONTEXT,ANM_55316,SYNTHETIC,HIGH
TXN_00001790,1,UNUSUAL_LOCATION_CONTEXT,ANM_14086,SYNTHETIC,CRITICAL
TXN_00001806,1,CALL_THEN_HIGH_VALUE_TRANSFER,ANM_88449,SYNTHETIC,LOW
TXN_00001814,1,NEW_BENEFICIARY,ANM_40911,SYNTHETIC,CRITICAL
TXN_00001818,1,ODD_HOUR_TRANSACTION,ANM_99001,SYNTHETIC,MEDIUM
TXN_00001829,1,REPEATED_CALLS_BEFORE_TRANSACTION,ANM_86731,SYNTHETIC,CRITICAL
TXN_00001848,1,ODD_HOUR_TRANSACTION,ANM_56019,SYNTHETIC,MEDIUM
TXN_00001850,1,UNUSUAL_CALL_BEFORE_TRANSACTION,ANM_30195,SYNTHETIC,HIGH
TXN_00001855,1,NEW_DEVICE_AROUND_TRANSACTION,ANM_10607,SYNTHETIC,CRITICAL
TXN_00001857,1,UNUSUAL_LOCATION_CONTEXT,ANM_11057,SYNTHETIC,HIGH
TXN_00001864,1,TRANSACTION_BURST,ANM_41111,SYNTHETIC,HIGH
TXN_00001866,1,AMOUNT_PLUS_NEW_BENEFICIARY,ANM_30382,SYNTHETIC,MEDIUM
TXN_00001870,1,CUSTOMER_RELATIVE_AMOUNT_SPIKE,ANM_50302,SYNTHETIC,CRITICAL
TXN_00001881,1,CALL_THEN_NEW_BENEFICIARY,ANM_94213,SYNTHETIC,CRITICAL
TXN_00001883,1,AMOUNT_PLUS_NEW_BENEFICIARY,ANM_92470,SYNTHETIC,HIGH
TXN_00001890,1,CUSTOMER_RELATIVE_AMOUNT_SPIKE,ANM_48865,SYNTHETIC,CRITICAL
TXN_00001899,1,REPEATED_CALLS_BEFORE_TRANSACTION,ANM_64402,SYNTHETIC,MEDIUM
TXN_00001903,1,AMOUNT_VELOCITY_SPIKE,ANM_79831,SYNTHETIC,CRITICAL
TXN_00001927,1,CALL_THEN_NEW_BENEFICIARY,ANM_85178,SYNTHETIC,LOW
TXN_00001930,1,NETWORK_SESSION_BURST_AROUND_TRANSACTION,ANM_16748,SYNTHETIC,CRITICAL
TXN_00001932,1,CALL_THEN_NEW_BENEFICIARY,ANM_41604,SYNTHETIC,MEDIUM
TXN_00001954,1,CALL_THEN_NEW_BENEFICIARY,ANM_57816,SYNTHETIC,LOW
TXN_00001964,1,CUSTOMER_RELATIVE_AMOUNT_SPIKE,ANM_65914,SYNTHETIC,LOW
TXN_00001967,1,NEW_BENEFICIARY,ANM_22788,SYNTHETIC,HIGH
TXN_00001969,1,UNUSUAL_CALL_BEFORE_TRANSACTION,ANM_81396,SYNTHETIC,LOW
TXN_00001974,1,NEW_BENEFICIARY,ANM_93526,SYNTHETIC,MEDIUM
TXN_00001977,1,ODD_HOUR_TRANSACTION,ANM_79326,SYNTHETIC,MEDIUM
TXN_00001980,1,REPEATED_CALLS_BEFORE_TRANSACTION,ANM_50196,SYNTHETIC,HIGH
TXN_00001993,1,NETWORK_SESSION_BURST_AROUND_TRANSACTION,ANM_46810,SYNTHETIC,HIGH
