Transaction_ID,CDR_ID,Link_Confidence,Link_Type
TXN_00001601,CDR_00005470,0.786,GEO_SPATIAL
TXN_00001227,CDR_00002640,0.887,GEO_SPATIAL
TXN_00000965,CDR_00000742,0.846,GEO_SPATIAL
TXN_00000938,CDR_00002265,0.993,GEO_SPATIAL
TXN_00001178,CDR_00000125,0.723,GEO_SPATIAL
TXN_00000720,CDR_00002863,0.886,GEO_SPATIAL
TXN_00001941,CDR_00005257,0.87,GEO_SPATIAL
TXN_00001636,CDR_00002500,0.743,ENTITY
TXN_00000061,CDR_00000930,0.933,TEMPORAL
TXN_00000850,CDR_00004677,0.953,TEMPORAL
TXN_00001237,CDR_00002523,0.95,GEO_SPATIAL
TXN_00000253,CDR_00005875,0.791,ENTITY
TXN_00001768,CDR_00004470,0.77,TEMPORAL
TXN_00000926,CDR_00002171,0.985,GEO_SPATIAL
TXN_00000527,CDR_00002977,0.753,GEO_SPATIAL
TXN_00001644,CDR_00000201,0.917,TEMPORAL
TXN_00000532,CDR_00004553,0.876,GEO_SPATIAL
TXN_00000064,CDR_00000723,0.964,GEO_SPATIAL
TXN_00001193,CDR_00002227,0.84,ENTITY
TXN_00000992,CDR_00003659,0.965,ENTITY
TXN_00000049,CDR_00003246,0.982,ENTITY
TXN_00001954,CDR_00004028,0.883,ENTITY
TXN_00001786,CDR_00001155,0.783,GEO_SPATIAL
TXN_00000595,CDR_00003087,0.985,GEO_SPATIAL
TXN_00000113,CDR_00001169,0.977,TEMPORAL
TXN_00000649,CDR_00000444,0.954,GEO_SPATIAL
TXN_00001533,CDR_00000057,0.727,GEO_SPATIAL
TXN_00001493,CDR_00003614,0.95,TEMPORAL
TXN_00000146,CDR_00005262,0.719,TEMPORAL
TXN_00001208,CDR_00004878,0.874,TEMPORAL
TXN_00001998,CDR_00004220,0.843,TEMPORAL
TXN_00000967,CDR_00001470,0.921,TEMPORAL
TXN_00000341,CDR_00002288,0.705,GEO_SPATIAL
TXN_00000285,CDR_00000801,0.745,ENTITY
TXN_00000837,CDR_00002883,0.843,TEMPORAL
TXN_00001713,CDR_00005532,0.911,TEMPORAL
TXN_00000454,CDR_00002572,0.895,TEMPORAL
TXN_00000270,CDR_00000364,0.774,GEO_SPATIAL
TXN_00000631,CDR_00002106,0.761,GEO_SPATIAL
TXN_00001825,CDR_00000400,0.862,GEO_SPATIAL
TXN_00000024,CDR_00004680,0.91,ENTITY
TXN_00000354,CDR_00000442,0.984,TEMPORAL
TXN_00000609,CDR_00002971,0.951,GEO_SPATIAL
TXN_00000651,CDR_00001921,0.953,ENTITY
TXN_00001148,CDR_00004170,0.712,ENTITY
TXN_00001330,CDR_00000902,0.919,TEMPORAL
TXN_00000546,CDR_00001575,0.885,ENTITY
TXN_00000143,CDR_00005852,0.795,TEMPORAL
TXN_00001635,CDR_00001888,0.964,ENTITY
TXN_00000566,CDR_00001139,0.858,GEO_SPATIAL
TXN_00001403,CDR_00004733,0.856,GEO_SPATIAL
TXN_00001386,CDR_00003285,0.908,ENTITY
TXN_00000429,CDR_00001727,0.863,TEMPORAL
TXN_00001033,CDR_00005974,0.825,TEMPORAL
TXN_00001615,CDR_00003118,0.879,ENTITY
TXN_00001643,CDR_00003107,0.905,TEMPORAL
TXN_00000017,CDR_00003319,0.831,ENTITY
TXN_00001859,CDR_00002313,0.805,TEMPORAL
TXN_00000828,CDR_00003388,0.724,TEMPORAL
TXN_00000028,CDR_00003899,0.982,GEO_SPATIAL
TXN_00000755,CDR_00005602,0.931,GEO_SPATIAL
TXN_00000445,CDR_00004139,0.848,GEO_SPATIAL
TXN_00001490,CDR_00000716,0.846,ENTITY
TXN_00000025,CDR_00002778,0.777,GEO_SPATIAL
TXN_00000849,CDR_00000366,0.985,TEMPORAL
TXN_00000452,CDR_00004811,0.87,TEMPORAL
TXN_00001089,CDR_00001788,0.958,ENTITY
TXN_00001584,CDR_00000278,0.705,ENTITY
TXN_00000816,CDR_00000037,0.956,TEMPORAL
TXN_00000819,CDR_00002397,0.795,TEMPORAL
TXN_00000179,CDR_00004226,0.911,ENTITY
TXN_00001121,CDR_00005912,0.855,GEO_SPATIAL
TXN_00000540,CDR_00003746,0.75,GEO_SPATIAL
TXN_00000066,CDR_00001225,0.935,GEO_SPATIAL
TXN_00000116,CDR_00000316,0.966,GEO_SPATIAL
TXN_00001442,CDR_00005630,0.81,ENTITY
TXN_00000820,CDR_00003000,0.753,GEO_SPATIAL
TXN_00001804,CDR_00004146,0.791,ENTITY
TXN_00001675,CDR_00005497,0.821,TEMPORAL
TXN_00001910,CDR_00004937,0.771,GEO_SPATIAL
TXN_00001951,CDR_00003069,0.851,TEMPORAL
TXN_00001023,CDR_00001807,0.813,GEO_SPATIAL
TXN_00000971,CDR_00000092,0.928,TEMPORAL
TXN_00000827,CDR_00000271,0.807,ENTITY
TXN_00000979,CDR_00001413,0.725,TEMPORAL
TXN_00001191,CDR_00004338,0.799,GEO_SPATIAL
TXN_00000576,CDR_00000449,0.945,ENTITY
TXN_00001017,CDR_00001481,0.973,GEO_SPATIAL
TXN_00001619,CDR_00004114,0.825,ENTITY
TXN_00000995,CDR_00003040,0.944,ENTITY
TXN_00001908,CDR_00004844,0.88,TEMPORAL
TXN_00001849,CDR_00004221,0.854,ENTITY
TXN_00000507,CDR_00004972,0.709,GEO_SPATIAL
TXN_00000665,CDR_00000939,0.847,ENTITY
TXN_00001949,CDR_00003629,0.884,GEO_SPATIAL
TXN_00001088,CDR_00004790,0.76,TEMPORAL
TXN_00001253,CDR_00001567,0.778,ENTITY
TXN_00001139,CDR_00001946,0.776,TEMPORAL
TXN_00001526,CDR_00001694,0.732,ENTITY
TXN_00000366,CDR_00005988,0.724,TEMPORAL
TXN_00001327,CDR_00005660,0.711,ENTITY
TXN_00001200,CDR_00000879,0.854,ENTITY
TXN_00000737,CDR_00000127,0.896,TEMPORAL
TXN_00000346,CDR_00004420,0.872,TEMPORAL
TXN_00001716,CDR_00000528,0.858,ENTITY
TXN_00000023,CDR_00003621,0.73,GEO_SPATIAL
TXN_00001875,CDR_00002058,0.981,ENTITY
TXN_00001426,CDR_00002961,0.972,GEO_SPATIAL
TXN_00000225,CDR_00002782,0.994,GEO_SPATIAL
TXN_00000216,CDR_00001474,0.868,TEMPORAL
TXN_00000890,CDR_00003216,0.735,TEMPORAL
TXN_00000309,CDR_00004779,0.987,TEMPORAL
TXN_00000732,CDR_00001895,0.866,ENTITY
TXN_00001085,CDR_00002281,0.78,GEO_SPATIAL
TXN_00000963,CDR_00000481,0.986,ENTITY
TXN_00001294,CDR_00000854,0.754,GEO_SPATIAL
TXN_00000716,CDR_00002485,0.746,TEMPORAL
TXN_00001152,CDR_00004098,0.864,GEO_SPATIAL
TXN_00001063,CDR_00001176,0.76,ENTITY
TXN_00001165,CDR_00001173,0.986,GEO_SPATIAL
TXN_00000390,CDR_00004839,0.837,ENTITY
TXN_00000059,CDR_00001071,0.892,TEMPORAL
TXN_00001514,CDR_00004492,0.733,TEMPORAL
TXN_00000616,CDR_00000388,0.861,GEO_SPATIAL
TXN_00001219,CDR_00004633,0.95,ENTITY
TXN_00000394,CDR_00004488,0.703,ENTITY
TXN_00000812,CDR_00001162,0.901,ENTITY
TXN_00001828,CDR_00000753,0.904,TEMPORAL
TXN_00001769,CDR_00005519,0.912,TEMPORAL
TXN_00000875,CDR_00002173,0.818,GEO_SPATIAL
TXN_00000487,CDR_00002279,0.856,TEMPORAL
TXN_00000374,CDR_00004094,0.803,ENTITY
TXN_00000001,CDR_00005693,0.738,GEO_SPATIAL
TXN_00001985,CDR_00002558,0.965,GEO_SPATIAL
TXN_00000699,CDR_00000720,0.787,ENTITY
TXN_00000831,CDR_00001241,0.966,GEO_SPATIAL
TXN_00000464,CDR_00003132,0.968,ENTITY
TXN_00000721,CDR_00001055,0.898,ENTITY
TXN_00000096,CDR_00001444,0.882,TEMPORAL
TXN_00001647,CDR_00003615,0.993,ENTITY
TXN_00001258,CDR_00002946,0.738,GEO_SPATIAL
TXN_00001056,CDR_00003805,0.91,GEO_SPATIAL
TXN_00000910,CDR_00001911,0.972,TEMPORAL
TXN_00000504,CDR_00005807,0.899,ENTITY
TXN_00001666,CDR_00002005,0.843,TEMPORAL
TXN_00001761,CDR_00003338,0.964,GEO_SPATIAL
TXN_00001451,CDR_00000034,0.97,TEMPORAL
TXN_00000505,CDR_00001290,0.985,GEO_SPATIAL
TXN_00000344,CDR_00001297,0.795,TEMPORAL
TXN_00000450,CDR_00004063,0.769,GEO_SPATIAL
TXN_00000703,CDR_00000447,0.911,GEO_SPATIAL
TXN_00001569,CDR_00003635,0.861,GEO_SPATIAL
TXN_00001469,CDR_00002595,0.8,TEMPORAL
TXN_00001587,CDR_00002132,0.97,ENTITY
TXN_00001549,CDR_00005539,0.892,TEMPORAL
TXN_00001752,CDR_00002535,0.908,GEO_SPATIAL
TXN_00001863,CDR_00000943,0.733,ENTITY
TXN_00001462,CDR_00002358,0.825,TEMPORAL
TXN_00000138,CDR_00000151,0.867,TEMPORAL
TXN_00001126,CDR_00003470,0.749,ENTITY
TXN_00000550,CDR_00004155,0.825,GEO_SPATIAL
TXN_00000547,CDR_00004892,0.709,ENTITY
TXN_00001754,CDR_00001040,0.927,TEMPORAL
TXN_00000203,CDR_00000600,0.886,GEO_SPATIAL
TXN_00001609,CDR_00000814,0.885,ENTITY
TXN_00001414,CDR_00002127,0.884,GEO_SPATIAL
TXN_00000322,CDR_00002070,0.95,GEO_SPATIAL
TXN_00001104,CDR_00002798,0.854,GEO_SPATIAL
TXN_00001892,CDR_00004271,0.911,TEMPORAL
TXN_00000247,CDR_00000283,0.788,ENTITY
TXN_00000502,CDR_00001106,0.932,ENTITY
TXN_00001994,CDR_00001794,0.93,GEO_SPATIAL
TXN_00001988,CDR_00002907,0.725,GEO_SPATIAL
TXN_00001472,CDR_00003911,0.955,GEO_SPATIAL
TXN_00000977,CDR_00000234,0.737,GEO_SPATIAL
TXN_00000127,CDR_00002810,0.933,ENTITY
TXN_00001588,CDR_00003727,0.998,TEMPORAL
TXN_00000528,CDR_00001908,0.942,ENTITY
TXN_00000134,CDR_00005610,0.89,ENTITY
TXN_00000417,CDR_00003072,0.967,TEMPORAL
TXN_00001722,CDR_00004879,0.819,TEMPORAL
TXN_00000997,CDR_00003135,0.885,ENTITY
TXN_00001575,CDR_00000299,0.862,ENTITY
TXN_00000800,CDR_00001197,0.713,TEMPORAL
TXN_00000139,CDR_00003212,0.805,TEMPORAL
TXN_00001512,CDR_00005449,0.897,TEMPORAL
TXN_00001590,CDR_00005643,0.88,GEO_SPATIAL
TXN_00001504,CDR_00004685,0.971,ENTITY
TXN_00001422,CDR_00000255,0.854,TEMPORAL
TXN_00001726,CDR_00003866,0.84,TEMPORAL
TXN_00000361,CDR_00003678,0.72,ENTITY
TXN_00001681,CDR_00005089,0.877,TEMPORAL
TXN_00000425,CDR_00004581,0.975,GEO_SPATIAL
TXN_00001212,CDR_00003531,0.745,TEMPORAL
TXN_00000586,CDR_00004714,0.795,GEO_SPATIAL
TXN_00000920,CDR_00000609,0.774,ENTITY
TXN_00000604,CDR_00003401,0.862,GEO_SPATIAL
TXN_00000453,CDR_00005076,0.755,ENTITY
TXN_00001852,CDR_00001237,0.883,ENTITY
TXN_00001744,CDR_00004673,0.974,GEO_SPATIAL
TXN_00001792,CDR_00005623,0.891,TEMPORAL
TXN_00000038,CDR_00003604,0.933,GEO_SPATIAL
TXN_00001024,CDR_00005105,0.894,GEO_SPATIAL
TXN_00001135,CDR_00003199,0.715,GEO_SPATIAL
TXN_00000882,CDR_00002037,0.991,ENTITY
TXN_00000562,CDR_00002761,0.912,GEO_SPATIAL
TXN_00001733,CDR_00004062,0.827,ENTITY
TXN_00000033,CDR_00001268,0.958,TEMPORAL
TXN_00000451,CDR_00005858,0.96,GEO_SPATIAL
TXN_00001936,CDR_00004481,0.969,ENTITY
TXN_00000565,CDR_00000358,0.933,GEO_SPATIAL
TXN_00000432,CDR_00001058,0.989,ENTITY
TXN_00000760,CDR_00004781,0.709,ENTITY
TXN_00001396,CDR_00002602,0.867,ENTITY
TXN_00001796,CDR_00002530,0.987,GEO_SPATIAL
TXN_00001906,CDR_00000146,0.927,ENTITY
TXN_00001904,CDR_00002400,0.98,TEMPORAL
TXN_00001295,CDR_00002344,0.785,ENTITY
TXN_00000287,CDR_00003362,0.71,TEMPORAL
TXN_00001976,CDR_00005063,0.964,GEO_SPATIAL
TXN_00000661,CDR_00002880,0.831,GEO_SPATIAL
TXN_00001481,CDR_00001354,0.835,ENTITY
TXN_00000793,CDR_00004731,0.903,ENTITY
TXN_00001243,CDR_00000773,0.758,TEMPORAL
TXN_00001798,CDR_00003293,0.847,ENTITY
TXN_00000431,CDR_00003538,0.771,TEMPORAL
TXN_00001972,CDR_00001518,0.788,TEMPORAL
TXN_00001680,CDR_00004412,0.713,TEMPORAL
TXN_00001010,CDR_00005350,0.841,TEMPORAL
TXN_00000202,CDR_00003857,0.785,TEMPORAL
TXN_00001918,CDR_00002211,0.899,GEO_SPATIAL
TXN_00001054,CDR_00004084,0.746,GEO_SPATIAL
TXN_00000782,CDR_00004843,0.773,GEO_SPATIAL
TXN_00000900,CDR_00000036,0.702,ENTITY
TXN_00001573,CDR_00003303,0.859,TEMPORAL
TXN_00000291,CDR_00004436,0.757,ENTITY
TXN_00000658,CDR_00000280,0.866,ENTITY
TXN_00001223,CDR_00001835,0.742,GEO_SPATIAL
TXN_00000682,CDR_00001328,0.727,GEO_SPATIAL
TXN_00000245,CDR_00001426,0.732,ENTITY
TXN_00000240,CDR_00001831,0.904,ENTITY
TXN_00000195,CDR_00000022,0.801,TEMPORAL
TXN_00000746,CDR_00000575,0.981,ENTITY
TXN_00000176,CDR_00004757,0.903,ENTITY
TXN_00000903,CDR_00005755,0.914,GEO_SPATIAL
TXN_00001693,CDR_00004179,0.968,ENTITY
TXN_00001118,CDR_00003797,0.9,GEO_SPATIAL
TXN_00001352,CDR_00000450,0.999,ENTITY
TXN_00001983,CDR_00005885,0.712,ENTITY
TXN_00000466,CDR_00000465,0.997,GEO_SPATIAL
TXN_00001947,CDR_00002378,0.789,GEO_SPATIAL
TXN_00000813,CDR_00003691,0.942,GEO_SPATIAL
TXN_00000897,CDR_00002061,0.731,GEO_SPATIAL
TXN_00000557,CDR_00003079,0.901,GEO_SPATIAL
TXN_00001851,CDR_00005772,0.839,ENTITY
TXN_00001900,CDR_00001229,0.952,TEMPORAL
TXN_00000005,CDR_00001647,0.938,GEO_SPATIAL
TXN_00001751,CDR_00002723,0.737,TEMPORAL
TXN_00000637,CDR_00005198,0.951,ENTITY
TXN_00001864,CDR_00000021,0.909,GEO_SPATIAL
TXN_00001806,CDR_00002000,0.777,TEMPORAL
TXN_00001966,CDR_00003853,0.898,ENTITY
TXN_00000275,CDR_00001032,0.777,GEO_SPATIAL
TXN_00001311,CDR_00003048,0.751,TEMPORAL
TXN_00001596,CDR_00004785,0.954,ENTITY
TXN_00001280,CDR_00004600,0.775,GEO_SPATIAL
TXN_00001898,CDR_00003837,0.929,GEO_SPATIAL
TXN_00001777,CDR_00000591,0.96,ENTITY
TXN_00001901,CDR_00002437,0.789,TEMPORAL
TXN_00000887,CDR_00004061,0.774,GEO_SPATIAL
TXN_00000135,CDR_00000705,0.985,TEMPORAL
TXN_00001090,CDR_00005948,0.954,ENTITY
TXN_00000050,CDR_00004107,0.748,ENTITY
TXN_00000921,CDR_00001691,0.816,TEMPORAL
TXN_00000213,CDR_00004987,0.802,ENTITY
TXN_00001402,CDR_00003126,0.88,GEO_SPATIAL
TXN_00001684,CDR_00004257,0.763,TEMPORAL
TXN_00001449,CDR_00000787,0.973,TEMPORAL
TXN_00001803,CDR_00004400,0.937,TEMPORAL
TXN_00000227,CDR_00005319,0.969,GEO_SPATIAL
TXN_00000985,CDR_00004321,0.963,TEMPORAL
TXN_00000972,CDR_00004425,0.943,ENTITY
TXN_00001999,CDR_00004618,1.0,TEMPORAL
TXN_00000935,CDR_00001370,0.801,TEMPORAL
TXN_00001665,CDR_00001777,0.702,ENTITY
TXN_00000316,CDR_00004311,0.884,ENTITY
TXN_00001114,CDR_00001857,0.814,ENTITY
TXN_00000835,CDR_00002105,0.778,GEO_SPATIAL
TXN_00000730,CDR_00004095,0.978,ENTITY
TXN_00001585,CDR_00004818,0.989,ENTITY
TXN_00000559,CDR_00000663,0.826,ENTITY
TXN_00000071,CDR_00004632,0.932,TEMPORAL
TXN_00001247,CDR_00004070,0.75,TEMPORAL
TXN_00001009,CDR_00002668,0.941,ENTITY
TXN_00000018,CDR_00004446,0.987,TEMPORAL
TXN_00000717,CDR_00004661,0.76,ENTITY
TXN_00001143,CDR_00002029,0.719,TEMPORAL
TXN_00001407,CDR_00001378,0.744,GEO_SPATIAL
TXN_00000372,CDR_00004923,0.994,GEO_SPATIAL
TXN_00000579,CDR_00000905,0.844,ENTITY
TXN_00000601,CDR_00001531,0.746,GEO_SPATIAL
TXN_00000969,CDR_00005144,0.769,GEO_SPATIAL
TXN_00000122,CDR_00002853,0.729,ENTITY
TXN_00001151,CDR_00005353,0.763,ENTITY
TXN_00000319,CDR_00002777,0.829,TEMPORAL
TXN_00000371,CDR_00002637,0.809,TEMPORAL
TXN_00001213,CDR_00000581,0.834,TEMPORAL
TXN_00000476,CDR_00004560,0.747,ENTITY
TXN_00000905,CDR_00001776,0.804,ENTITY
TXN_00000224,CDR_00001728,0.82,ENTITY
TXN_00000727,CDR_00005844,0.938,TEMPORAL
TXN_00000602,CDR_00000989,0.92,ENTITY
TXN_00001511,CDR_00004306,0.858,TEMPORAL
TXN_00001333,CDR_00000582,0.716,GEO_SPATIAL
TXN_00001857,CDR_00005195,0.832,ENTITY
TXN_00000865,CDR_00002783,0.855,TEMPORAL
TXN_00001081,CDR_00000408,0.882,ENTITY
TXN_00000471,CDR_00001689,0.917,GEO_SPATIAL
TXN_00000055,CDR_00001803,0.994,TEMPORAL
TXN_00000931,CDR_00001837,0.837,TEMPORAL
TXN_00000805,CDR_00004501,0.891,ENTITY
TXN_00000671,CDR_00003835,0.862,GEO_SPATIAL
TXN_00001283,CDR_00001861,0.849,TEMPORAL
TXN_00000533,CDR_00001501,0.76,ENTITY
TXN_00000097,CDR_00004389,0.93,TEMPORAL
TXN_00000218,CDR_00005116,0.799,GEO_SPATIAL
TXN_00001018,CDR_00004946,0.715,GEO_SPATIAL
TXN_00000120,CDR_00002275,0.981,TEMPORAL
TXN_00000288,CDR_00005962,0.888,TEMPORAL
TXN_00001107,CDR_00002532,0.995,TEMPORAL
TXN_00001536,CDR_00005269,0.712,GEO_SPATIAL
TXN_00001350,CDR_00004417,0.979,GEO_SPATIAL
TXN_00000710,CDR_00004405,0.965,TEMPORAL
TXN_00000668,CDR_00001594,0.929,ENTITY
TXN_00000745,CDR_00005134,0.725,GEO_SPATIAL
TXN_00000954,CDR_00001455,0.751,TEMPORAL
TXN_00000349,CDR_00003753,0.913,GEO_SPATIAL
TXN_00000280,CDR_00000622,0.811,GEO_SPATIAL
TXN_00000056,CDR_00003231,0.809,GEO_SPATIAL
TXN_00000101,CDR_00005604,0.875,GEO_SPATIAL
TXN_00000446,CDR_00004668,0.863,ENTITY
TXN_00001845,CDR_00001182,0.776,ENTITY
TXN_00000568,CDR_00005967,0.894,ENTITY
TXN_00000409,CDR_00004427,0.744,ENTITY
TXN_00001746,CDR_00005035,0.81,ENTITY
TXN_00001930,CDR_00002180,0.96,GEO_SPATIAL
TXN_00000271,CDR_00000317,0.921,GEO_SPATIAL
TXN_00001434,CDR_00003605,0.901,GEO_SPATIAL
TXN_00001618,CDR_00004806,0.969,GEO_SPATIAL
TXN_00001179,CDR_00005218,0.954,TEMPORAL
TXN_00001220,CDR_00000399,0.703,GEO_SPATIAL
TXN_00001948,CDR_00001643,0.951,ENTITY
TXN_00000599,CDR_00004555,0.827,TEMPORAL
TXN_00000544,CDR_00004832,0.769,ENTITY
TXN_00000672,CDR_00001987,0.907,GEO_SPATIAL
TXN_00001817,CDR_00004477,0.841,ENTITY
TXN_00001893,CDR_00001336,0.804,GEO_SPATIAL
TXN_00000380,CDR_00002477,0.743,GEO_SPATIAL
TXN_00000584,CDR_00001764,0.995,TEMPORAL
TXN_00000555,CDR_00004415,0.949,GEO_SPATIAL
TXN_00001964,CDR_00000371,0.887,ENTITY
TXN_00000676,CDR_00002422,0.8,TEMPORAL
TXN_00000444,CDR_00003755,0.71,GEO_SPATIAL
TXN_00000455,CDR_00004249,0.742,GEO_SPATIAL
TXN_00000650,CDR_00003862,0.954,ENTITY
TXN_00000673,CDR_00002201,0.907,TEMPORAL
TXN_00000881,CDR_00001291,0.745,GEO_SPATIAL
TXN_00000796,CDR_00000590,0.978,ENTITY
TXN_00001794,CDR_00004222,0.956,TEMPORAL
TXN_00001831,CDR_00003341,0.904,GEO_SPATIAL
TXN_00000520,CDR_00001492,0.748,TEMPORAL
TXN_00000283,CDR_00005303,0.951,GEO_SPATIAL
TXN_00001734,CDR_00004547,0.776,TEMPORAL
TXN_00001410,CDR_00005580,0.783,TEMPORAL
TXN_00001714,CDR_00004433,0.959,ENTITY
TXN_00001351,CDR_00002702,0.799,ENTITY
TXN_00000708,CDR_00001429,0.744,ENTITY
TXN_00001160,CDR_00002467,0.958,TEMPORAL
TXN_00001757,CDR_00000175,0.766,GEO_SPATIAL
TXN_00000468,CDR_00000272,0.992,GEO_SPATIAL
TXN_00000210,CDR_00005767,0.758,ENTITY
TXN_00000987,CDR_00003996,0.798,GEO_SPATIAL
TXN_00001025,CDR_00004216,0.846,TEMPORAL
TXN_00000990,CDR_00004217,0.828,GEO_SPATIAL
TXN_00001529,CDR_00004318,0.934,GEO_SPATIAL
TXN_00000629,CDR_00005573,0.868,GEO_SPATIAL
TXN_00000088,CDR_00004231,0.953,GEO_SPATIAL
TXN_00001570,CDR_00005050,0.791,TEMPORAL
TXN_00001742,CDR_00004197,0.825,TEMPORAL
TXN_00001748,CDR_00005615,0.783,GEO_SPATIAL
TXN_00000418,CDR_00003378,0.799,GEO_SPATIAL
TXN_00000605,CDR_00001189,0.785,TEMPORAL
TXN_00001673,CDR_00001930,0.717,TEMPORAL
TXN_00000984,CDR_00003925,0.757,ENTITY
TXN_00000571,CDR_00002101,0.973,GEO_SPATIAL
TXN_00000491,CDR_00002970,0.881,GEO_SPATIAL
TXN_00000560,CDR_00001965,0.916,ENTITY
TXN_00000583,CDR_00001279,0.775,ENTITY
TXN_00001232,CDR_00003179,0.953,ENTITY
TXN_00001616,CDR_00005684,0.857,ENTITY
TXN_00000268,CDR_00003809,0.725,ENTITY
TXN_00000079,CDR_00003480,0.821,ENTITY
TXN_00001094,CDR_00005465,0.975,TEMPORAL
TXN_00001397,CDR_00001486,0.748,ENTITY
TXN_00000506,CDR_00004047,0.983,GEO_SPATIAL
TXN_00000776,CDR_00002409,0.907,TEMPORAL
TXN_00000472,CDR_00003302,0.792,TEMPORAL
TXN_00001307,CDR_00005980,0.75,GEO_SPATIAL
TXN_00001474,CDR_00000743,0.974,ENTITY
TXN_00000199,CDR_00005341,0.833,GEO_SPATIAL
TXN_00001530,CDR_00004984,0.779,GEO_SPATIAL
TXN_00001721,CDR_00002660,0.747,ENTITY
TXN_00000260,CDR_00002158,0.784,TEMPORAL
TXN_00000070,CDR_00000032,0.863,TEMPORAL
TXN_00001718,CDR_00003059,0.825,ENTITY
TXN_00001840,CDR_00004674,0.803,TEMPORAL
TXN_00000301,CDR_00000945,0.739,TEMPORAL
TXN_00000539,CDR_00000794,0.853,GEO_SPATIAL
TXN_00001067,CDR_00002343,0.703,GEO_SPATIAL
TXN_00000469,CDR_00004695,0.829,TEMPORAL
TXN_00001818,CDR_00002807,0.829,ENTITY
TXN_00001934,CDR_00002919,0.841,TEMPORAL
TXN_00000934,CDR_00002361,0.768,TEMPORAL
TXN_00000182,CDR_00002016,0.883,GEO_SPATIAL
TXN_00001571,CDR_00003003,0.703,GEO_SPATIAL
TXN_00001316,CDR_00000225,0.758,ENTITY
TXN_00001313,CDR_00001043,0.876,TEMPORAL
TXN_00001498,CDR_00002575,0.725,ENTITY
TXN_00001226,CDR_00000571,0.868,GEO_SPATIAL
TXN_00000206,CDR_00001499,0.955,ENTITY
TXN_00000090,CDR_00003258,0.796,GEO_SPATIAL
TXN_00000258,CDR_00001520,0.724,ENTITY
TXN_00000663,CDR_00003064,0.774,TEMPORAL
TXN_00000343,CDR_00004238,0.968,GEO_SPATIAL
TXN_00001921,CDR_00004562,0.927,TEMPORAL
TXN_00000165,CDR_00003062,0.886,ENTITY
TXN_00001487,CDR_00001088,0.775,GEO_SPATIAL
TXN_00001331,CDR_00001232,0.802,GEO_SPATIAL
TXN_00001343,CDR_00004305,0.883,GEO_SPATIAL
TXN_00001050,CDR_00002915,0.806,TEMPORAL
TXN_00000861,CDR_00000968,0.876,ENTITY
TXN_00001020,CDR_00001254,0.823,ENTITY
TXN_00000941,CDR_00002330,0.981,GEO_SPATIAL
TXN_00001830,CDR_00003560,0.868,TEMPORAL
TXN_00001013,CDR_00004914,0.876,ENTITY
TXN_00001241,CDR_00005987,0.727,GEO_SPATIAL
TXN_00001606,CDR_00000709,0.904,GEO_SPATIAL
TXN_00001698,CDR_00001031,0.853,TEMPORAL
TXN_00000459,CDR_00005265,0.93,ENTITY
TXN_00001626,CDR_00003582,0.969,GEO_SPATIAL
TXN_00000072,CDR_00005628,0.789,ENTITY
TXN_00000558,CDR_00000415,0.837,GEO_SPATIAL
TXN_00001558,CDR_00004375,0.777,GEO_SPATIAL
TXN_00001724,CDR_00005433,0.783,ENTITY
TXN_00001173,CDR_00002053,0.935,TEMPORAL
TXN_00001782,CDR_00000336,0.843,ENTITY
TXN_00000736,CDR_00003350,0.823,ENTITY
TXN_00001705,CDR_00002604,0.896,GEO_SPATIAL
TXN_00000335,CDR_00002197,0.836,GEO_SPATIAL
TXN_00000340,CDR_00002314,0.77,ENTITY
TXN_00001156,CDR_00004151,0.99,TEMPORAL
TXN_00000779,CDR_00000671,0.985,GEO_SPATIAL
TXN_00001436,CDR_00005544,0.822,TEMPORAL
TXN_00000149,CDR_00001213,0.997,TEMPORAL
TXN_00000197,CDR_00005255,0.892,TEMPORAL
TXN_00001068,CDR_00001632,0.865,TEMPORAL
TXN_00001882,CDR_00005889,0.951,GEO_SPATIAL
TXN_00001887,CDR_00001036,0.855,TEMPORAL
TXN_00000545,CDR_00004740,0.764,GEO_SPATIAL
TXN_00001003,CDR_00004167,0.842,GEO_SPATIAL
TXN_00000611,CDR_00004103,0.7,TEMPORAL
TXN_00001631,CDR_00005968,0.788,TEMPORAL
TXN_00001273,CDR_00002087,0.774,ENTITY
TXN_00000598,CDR_00000160,0.854,ENTITY
TXN_00001133,CDR_00005436,0.737,TEMPORAL
TXN_00000947,CDR_00003234,0.84,GEO_SPATIAL
TXN_00001686,CDR_00000081,0.821,ENTITY
TXN_00000384,CDR_00001854,0.871,TEMPORAL
TXN_00000669,CDR_00003670,0.833,ENTITY
TXN_00000726,CDR_00005616,0.781,GEO_SPATIAL
TXN_00000748,CDR_00004003,0.966,TEMPORAL
TXN_00000919,CDR_00000177,0.868,ENTITY
TXN_00000114,CDR_00001039,0.734,GEO_SPATIAL
TXN_00001991,CDR_00005653,0.711,GEO_SPATIAL
TXN_00000043,CDR_00004302,0.944,ENTITY
TXN_00001145,CDR_00000535,0.902,GEO_SPATIAL
TXN_00001745,CDR_00005406,0.806,ENTITY
TXN_00000000,CDR_00000129,0.785,GEO_SPATIAL
TXN_00001354,CDR_00004418,0.738,ENTITY
TXN_00000762,CDR_00000333,0.929,ENTITY
TXN_00000327,CDR_00001110,0.828,ENTITY
TXN_00001146,CDR_00002617,0.846,ENTITY
