IPDR_ID,Timestamp,Device_ID,Source_IP,Dest_IP,Dest_Port,Protocol,Bytes_Sent,Bytes_Received,Domain_Name,Session_Duration_Sec,ASN,VPN_Flag,Tor_Flag,Location_Context
IPDR_00000717,2023-03-08 10:22:01,DEV_001157,199.179.166.4,171.125.109.207,53,UDP,131852,6448,api.service.io,205.45,32934,0,0,MIA
IPDR_00000718,2023-03-08 11:00:12,DEV_000850,9.179.144.29,42.170.240.141,8080,UDP,1699,74130,tor.exit.node,122.85,0,0,0,HOU
IPDR_00000719,2023-03-08 11:04:42,DEV_000704,153.175.44.114,236.116.11.134,443,ICMP,232696,1720,api.service.io,230.67,0,0,0,HOU
IPDR_00000720,2023-03-08 11:22:22,DEV_001952,40.27.212.170,31.67.67.164,53,TCP,2498,28500,dark.xyz,211.6,8075,0,0,LA
IPDR_00000721,2023-03-08 12:12:25,DEV_000526,126.46.188.201,84.177.158.142,8080,TCP,6018,26962,tor.exit.node,168.06,8075,0,0,LA
IPDR_00000722,2023-03-08 12:18:47,DEV_000353,251.155.68.146,247.17.212.246,53,TCP,2703,397,dark.xyz,215.47,8075,0,0,LA
IPDR_00000723,2023-03-08 15:00:30,DEV_001038,161.20.219.69,226.115.11.88,22,TCP,317,25,api.service.io,51.61,32934,0,0,HOU
IPDR_00000724,2023-03-08 16:21:42,DEV_001355,101.174.132.144,233.174.183.190,53,UDP,5898,15665,amazon.com,106.23,32934,0,0,LA
IPDR_00000725,2023-03-08 17:37:18,DEV_001102,22.216.213.70,223.248.87.221,22,UDP,670,43203,cdn.net,71.61,15169,0,0,MIA
IPDR_00000726,2023-03-08 19:49:20,DEV_001932,180.124.222.195,31.72.61.92,53,TCP,1660,2468,tor.exit.node,28.23,8075,0,0,HOU
IPDR_00000727,2023-03-08 23:50:11,DEV_001110,217.208.76.134,45.24.145.60,3306,ICMP,423,133,dark.xyz,402.83,16509,0,0,LA
IPDR_00000728,2023-03-09 00:00:05,DEV_001652,97.176.6.109,51.176.216.237,80,ICMP,292,1455,google.com,304.45,32934,0,0,CHI
IPDR_00000729,2023-03-09 01:46:56,DEV_000371,28.66.38.25,239.214.206.126,80,ICMP,881,242,amazon.com,66.95,32934,0,0,LA
IPDR_00000730,2023-03-09 05:53:38,DEV_001129,232.80.38.200,34.142.234.34,53,TCP,11154,10157,cdn.net,179.15,15169,0,0,SEA
IPDR_00000731,2023-03-09 07:12:18,DEV_001641,156.180.87.115,180.9.28.148,3306,TCP,94,35386,bank.com,224.11,32934,0,0,MIA
IPDR_00000732,2023-03-09 07:55:10,DEV_001976,219.235.206.140,227.156.23.183,443,TCP,389,311,bank.com,418.6,16509,0,0,HOU
IPDR_00000733,2023-03-09 08:51:52,DEV_000917,167.140.138.141,103.177.132.57,8080,TCP,175,20616,bank.com,622.73,16509,0,0,BOS
IPDR_00000734,2023-03-09 09:54:00,DEV_000757,36.213.243.148,166.85.4.74,5432,ICMP,42770,280,dark.xyz,52.4,15169,0,0,HOU
IPDR_00000735,2023-03-09 12:55:45,DEV_001182,137.157.253.83,152.1.45.24,22,UDP,1500,1335,api.service.io,295.86,15169,0,0,LA
IPDR_00000736,2023-03-09 16:27:05,DEV_000418,219.126.135.201,132.82.11.226,8080,TCP,1214,15652,google.com,24.21,32934,0,0,HOU
IPDR_00000737,2023-03-09 17:12:14,DEV_000646,210.188.129.61,212.241.154.50,22,TCP,757,252,cdn.net,265.08,8075,0,0,LA
IPDR_00000738,2023-03-09 17:45:54,DEV_000477,108.18.135.143,232.24.92.196,3306,UDP,14328,321,google.com,240.86,15169,0,0,HOU
IPDR_00000739,2023-03-09 18:08:21,DEV_001354,187.25.76.223,199.10.46.169,3306,TCP,2610,19639,tor.exit.node,21.17,32934,0,0,SEA
IPDR_00000740,2023-03-09 19:25:31,DEV_000380,179.250.177.47,178.158.188.194,53,UDP,2899,1274,dark.xyz,137.33,32934,0,0,BOS
IPDR_00000741,2023-03-10 00:29:39,DEV_001530,14.133.136.219,110.15.50.123,443,TCP,15731,10757,amazon.com,85.07,15169,0,0,LA
IPDR_00000742,2023-03-10 00:43:06,DEV_000201,79.211.239.114,29.230.225.185,8080,ICMP,263,1145,dark.xyz,511.08,8075,0,0,SEA
IPDR_00000743,2023-03-10 02:51:04,DEV_001813,33.156.42.126,62.226.146.91,53,ICMP,510,1142,tor.exit.node,71.19,32934,0,0,BOS
IPDR_00000744,2023-03-10 04:47:40,DEV_001582,5.222.149.103,82.248.26.179,22,TCP,23107,1981,api.service.io,24.27,0,0,0,HOU
IPDR_00000745,2023-03-10 07:35:14,DEV_000771,42.114.248.89,148.53.137.229,5432,ICMP,6956,4763,amazon.com,652.83,8075,0,0,NYC
IPDR_00000746,2023-03-10 08:04:25,DEV_001797,247.209.252.113,163.72.245.24,3306,TCP,4709,7578,cdn.net,98.75,0,0,0,HOU
IPDR_00000747,2023-03-10 10:18:17,DEV_000721,34.211.159.176,15.61.131.199,8080,TCP,16503,49,api.service.io,89.83,32934,0,0,HOU
IPDR_00000748,2023-03-10 12:15:54,DEV_001320,245.53.29.202,105.11.75.77,3306,TCP,591551,6261,amazon.com,150.13,0,0,0,MIA
IPDR_00000749,2023-03-10 15:23:07,DEV_000304,176.193.131.78,178.182.29.174,80,UDP,199,8620,amazon.com,59.94,16509,0,0,SEA
IPDR_00000750,2023-03-10 20:01:19,DEV_000584,152.131.214.139,139.21.106.133,22,TCP,113225,9769,google.com,138.71,32934,0,0,HOU
IPDR_00000751,2023-03-10 20:12:09,DEV_001393,71.151.177.141,28.254.155.227,3306,ICMP,10416,1918,cdn.net,401.86,8075,0,0,HOU
IPDR_00000752,2023-03-10 21:25:29,DEV_000013,142.71.69.12,250.86.176.89,3306,ICMP,62,1593,google.com,125.31,16509,0,0,SEA
IPDR_00000753,2023-03-10 21:50:48,DEV_001040,237.16.95.251,126.168.23.41,53,TCP,1555,8238,bank.com,330.22,8075,0,0,MIA
IPDR_00000754,2023-03-10 23:49:55,DEV_000664,229.171.155.230,82.193.171.218,53,TCP,8754,17031,dark.xyz,1307.52,15169,0,0,MIA
IPDR_00000755,2023-03-11 00:17:51,DEV_001468,95.233.0.95,49.129.180.12,3306,ICMP,37226,7473,google.com,643.14,0,0,0,BOS
IPDR_00000756,2023-03-11 02:56:44,DEV_000511,76.228.30.184,174.127.105.100,443,ICMP,332,5923,dark.xyz,69.06,16509,0,0,LA
IPDR_00000757,2023-03-11 06:12:15,DEV_001109,93.165.220.168,113.233.227.180,53,UDP,5265,1193,google.com,0.63,15169,0,0,SEA
IPDR_00000758,2023-03-11 08:33:46,DEV_001541,213.10.3.141,222.16.237.26,3306,UDP,566,2972,cdn.net,309.7,32934,0,0,MIA
IPDR_00000759,2023-03-11 11:25:53,DEV_001786,233.184.20.116,83.19.36.173,443,ICMP,192,3271,api.service.io,305.93,16509,0,0,SUS
IPDR_00000760,2023-03-11 16:19:25,DEV_000646,155.1.143.88,1.74.42.141,5432,TCP,2692,52919,api.service.io,1592.16,15169,0,0,MIA
IPDR_00000761,2023-03-11 21:09:29,DEV_001271,188.212.56.70,18.57.62.215,22,ICMP,4011,18883,bank.com,230.44,0,0,0,MIA
IPDR_00000762,2023-03-12 00:28:55,DEV_001319,153.30.237.201,212.190.117.130,8080,TCP,19952,25773,api.service.io,148.06,8075,0,0,MIA
IPDR_00000763,2023-03-12 01:10:13,DEV_000943,214.169.6.107,123.174.221.227,5432,ICMP,45,123191,tor.exit.node,531.84,0,0,0,SEA
IPDR_00000764,2023-03-12 03:32:52,DEV_001884,224.75.67.160,37.210.4.55,443,TCP,264,44,dark.xyz,91.09,0,0,0,NYC
IPDR_00000765,2023-03-12 17:56:25,DEV_001876,41.112.218.64,223.241.165.56,5432,UDP,62668,2844,dark.xyz,447.94,32934,0,0,HOU
IPDR_00000766,2023-03-12 17:57:43,DEV_001138,140.11.186.2,199.48.79.71,80,TCP,3640,26937,tor.exit.node,51.49,15169,0,0,LA
IPDR_00000767,2023-03-12 19:25:35,DEV_000241,149.248.168.154,162.153.72.234,80,TCP,3352,795,tor.exit.node,312.92,15169,0,0,HOU
IPDR_00000768,2023-03-12 23:10:07,DEV_001960,15.92.97.239,225.166.77.187,8080,UDP,433,1501,google.com,172.39,15169,0,0,HOU
IPDR_00000769,2023-03-12 23:16:35,DEV_001097,130.57.66.171,31.120.162.75,8080,TCP,23619,131,google.com,738.42,16509,0,0,SEA
IPDR_00000770,2023-03-13 01:32:51,DEV_000434,216.209.180.1,81.40.217.241,8080,UDP,35026,18743,google.com,398.35,15169,0,0,BOS
IPDR_00000771,2023-03-13 02:17:17,DEV_001263,98.251.2.144,37.245.49.141,80,UDP,11330,3698,bank.com,969.19,15169,0,0,LA
IPDR_00000772,2023-03-13 03:15:11,DEV_001111,61.234.19.207,29.26.174.246,22,TCP,1882,66243,amazon.com,57.1,8075,0,0,MIA
IPDR_00000773,2023-03-13 04:24:08,DEV_000688,119.16.150.92,144.98.107.77,443,ICMP,213,885,cdn.net,115.08,15169,0,0,NYC
IPDR_00000774,2023-03-13 05:20:22,DEV_001816,11.7.85.229,13.184.95.71,3306,UDP,51301,499,google.com,161.01,16509,0,0,SEA
IPDR_00000775,2023-03-13 10:54:31,DEV_001165,144.54.217.122,203.73.2.176,22,UDP,270,1380,cdn.net,105.98,16509,0,0,CHI
IPDR_00000776,2023-03-13 11:00:41,DEV_000723,185.154.105.225,155.1.234.150,22,UDP,179,256,api.service.io,116.56,32934,0,0,LA
IPDR_00000777,2023-03-13 12:20:27,DEV_001494,237.251.11.16,19.119.85.236,3306,ICMP,1692,157,amazon.com,174.22,15169,0,0,BOS
IPDR_00000778,2023-03-13 17:16:21,DEV_001034,228.31.242.177,147.31.43.147,22,ICMP,230,1055,dark.xyz,591.79,0,0,0,CHI
IPDR_00000779,2023-03-13 20:28:39,DEV_001932,171.63.17.203,140.102.61.157,443,UDP,48653,294,amazon.com,33.26,0,0,0,CHI
IPDR_00000780,2023-03-13 21:55:55,DEV_000002,89.156.74.240,167.191.143.42,8080,TCP,20962,180565,amazon.com,200.9,16509,0,0,SEA
IPDR_00000781,2023-03-13 22:25:30,DEV_001964,161.11.249.212,242.219.155.232,80,ICMP,482,6643,amazon.com,65.05,15169,0,0,CHI
IPDR_00000782,2023-03-13 22:30:03,DEV_000544,76.47.7.108,41.135.98.169,53,UDP,9156,1132,dark.xyz,139.56,16509,0,0,MIA
IPDR_00000783,2023-03-13 22:59:38,DEV_001198,189.4.129.234,208.18.158.7,3306,UDP,2657,7486,bank.com,45.88,32934,0,0,CHI
IPDR_00000784,2023-03-14 00:37:16,DEV_001618,193.147.226.179,153.235.180.108,22,ICMP,67199,2135,amazon.com,6.83,8075,0,0,LA
IPDR_00000785,2023-03-14 00:48:29,DEV_000721,203.211.64.120,122.234.212.82,53,TCP,12444,1877,bank.com,161.46,8075,0,0,MIA
IPDR_00000786,2023-03-14 06:11:58,DEV_000548,159.125.184.159,121.20.79.196,53,UDP,2019,3148,api.service.io,314.44,0,0,0,LA
IPDR_00000787,2023-03-14 06:48:37,DEV_001360,42.119.20.18,108.137.155.117,5432,ICMP,21695,8872,amazon.com,121.82,16509,0,0,HOU
IPDR_00000788,2023-03-14 10:11:09,DEV_001518,127.162.52.219,43.24.244.231,8080,TCP,3614,463,amazon.com,193.86,32934,0,0,SEA
IPDR_00000789,2023-03-14 11:37:06,DEV_001229,121.36.132.47,154.252.126.202,443,ICMP,6179,1613,google.com,3.02,32934,0,0,MIA
IPDR_00000790,2023-03-14 12:29:02,DEV_000925,199.231.17.7,36.166.20.246,5432,ICMP,203,4051,google.com,744.2,15169,0,0,BOS
IPDR_00000791,2023-03-14 13:27:10,DEV_000333,13.75.224.37,92.98.196.49,8080,ICMP,3385,2034,tor.exit.node,230.37,16509,0,0,HOU
IPDR_00000792,2023-03-14 16:47:47,DEV_001066,135.230.125.92,60.151.152.254,3306,TCP,3220,4924,google.com,472.76,16509,0,0,SEA
IPDR_00000793,2023-03-14 18:26:02,DEV_001887,152.58.242.4,84.133.207.37,22,TCP,6206,3357,dark.xyz,123.38,32934,0,0,CHI
IPDR_00000794,2023-03-14 18:59:03,DEV_000320,115.226.126.116,146.145.209.187,443,UDP,22783,7759,bank.com,131.12,8075,0,0,MIA
IPDR_00000795,2023-03-14 19:50:28,DEV_000784,126.106.186.55,208.120.181.249,3306,TCP,111,5635,dark.xyz,25.08,16509,0,0,NYC
IPDR_00000796,2023-03-14 20:28:00,DEV_001954,64.65.122.13,56.31.34.48,8080,TCP,32264,106,cdn.net,54.24,16509,0,0,LA
IPDR_00000797,2023-03-14 22:46:51,DEV_001532,254.40.4.34,130.131.238.63,22,UDP,26860,4362,bank.com,131.32,32934,0,0,MIA
IPDR_00000798,2023-03-15 07:59:25,DEV_001480,242.164.102.35,213.74.67.75,3306,TCP,31402,347948,bank.com,192.79,0,0,0,NYC
IPDR_00000799,2023-03-15 08:38:45,DEV_001996,33.249.205.204,163.248.189.33,80,TCP,2555,307,amazon.com,200.24,16509,0,0,NYC
IPDR_00000800,2023-03-15 09:30:42,DEV_001188,105.131.242.214,71.234.241.15,8080,TCP,1617,2210,amazon.com,125.39,32934,0,0,SEA
IPDR_00000801,2023-03-15 11:59:25,DEV_000169,162.221.25.89,30.67.204.11,443,ICMP,2858,1576,cdn.net,3.64,8075,0,0,NYC
IPDR_00000802,2023-03-15 14:07:20,DEV_001162,206.74.197.244,42.205.49.149,22,UDP,22188,209726,tor.exit.node,60.2,8075,0,0,BOS
IPDR_00000803,2023-03-15 15:33:46,DEV_001757,220.31.128.86,224.141.83.172,8080,ICMP,23617,4862,api.service.io,133.5,0,0,0,CHI
IPDR_00000804,2023-03-15 16:09:42,DEV_000189,33.242.230.249,209.137.243.58,80,UDP,5359,15143,tor.exit.node,244.32,32934,0,0,NYC
IPDR_00000805,2023-03-15 16:45:43,DEV_000577,167.59.212.29,227.81.173.120,8080,TCP,414,513,amazon.com,436.9,32934,0,0,LA
IPDR_00000806,2023-03-15 19:02:23,DEV_001521,95.94.159.0,101.154.252.170,8080,TCP,316,112745,amazon.com,285.24,15169,0,0,NYC
IPDR_00000807,2023-03-15 20:26:31,DEV_000384,86.39.217.131,211.17.41.96,53,UDP,1403,518,dark.xyz,341.91,8075,0,0,HOU
IPDR_00000808,2023-03-16 00:31:47,DEV_001055,138.79.173.125,114.170.105.29,5432,ICMP,1860,3995,bank.com,501.21,0,0,0,LA
IPDR_00000809,2023-03-16 01:17:30,DEV_001915,169.173.236.54,123.149.142.218,443,TCP,846,35100,amazon.com,4.09,32934,0,0,HOU
IPDR_00000810,2023-03-16 02:20:23,DEV_000600,120.25.180.48,243.131.76.120,22,TCP,36925,1936,cdn.net,30.83,32934,0,0,SEA
IPDR_00000811,2023-03-16 02:48:22,DEV_000178,79.82.175.207,135.152.252.12,3306,UDP,938,252,bank.com,430.76,0,0,0,MIA
IPDR_00000812,2023-03-16 03:03:54,DEV_000902,115.80.64.52,68.149.2.39,3306,UDP,9,9235,tor.exit.node,302.07,0,0,0,MIA
IPDR_00000813,2023-03-16 08:38:44,DEV_001086,208.223.61.254,49.168.143.43,443,ICMP,204528,2542,amazon.com,1199.71,8075,0,0,SEA
IPDR_00000814,2023-03-16 09:00:39,DEV_000922,133.242.218.187,93.104.126.233,8080,TCP,2680,6554,amazon.com,87.22,32934,0,0,BOS
IPDR_00000815,2023-03-16 15:59:01,DEV_001097,165.241.42.128,13.10.60.51,80,UDP,5639,17940,bank.com,69.48,8075,0,0,BOS
IPDR_00000816,2023-03-16 22:17:17,DEV_000289,239.44.217.59,162.235.17.254,53,ICMP,169,5362,bank.com,594.05,0,0,0,LA
IPDR_00000817,2023-03-17 01:09:46,DEV_001385,157.25.124.131,140.178.180.133,3306,TCP,1250,4436,google.com,244.08,15169,0,0,CHI
IPDR_00000818,2023-03-17 01:48:22,DEV_001250,82.47.28.139,43.68.179.88,443,ICMP,201,27481,dark.xyz,24.38,8075,0,0,CHI
IPDR_00000819,2023-03-17 06:31:32,DEV_001850,43.207.154.211,43.162.67.178,3306,TCP,1492,1190,bank.com,156.61,16509,0,0,HOU
IPDR_00000820,2023-03-17 12:51:28,DEV_001256,217.24.49.201,69.131.67.108,443,TCP,242,1376,tor.exit.node,123.21,15169,0,0,MIA
IPDR_00000821,2023-03-17 15:07:03,DEV_001030,19.212.106.152,24.185.252.86,443,TCP,715,235795,amazon.com,70.02,15169,0,0,LA
IPDR_00000822,2023-03-17 17:05:25,DEV_001561,116.231.123.42,92.183.66.197,443,UDP,3110,4117,bank.com,117.62,15169,0,0,NYC
IPDR_00000823,2023-03-17 18:21:20,DEV_000251,140.143.184.248,101.59.237.57,22,TCP,45745,1485,amazon.com,1054.51,0,0,0,BOS
IPDR_00000824,2023-03-17 22:30:51,DEV_000942,100.40.91.78,130.17.231.94,3306,ICMP,4986,37553,bank.com,378.28,8075,0,0,NYC
IPDR_00000825,2023-03-17 23:52:38,DEV_000980,185.106.68.179,54.140.88.189,8080,ICMP,15509,2741,bank.com,165.82,15169,0,0,LA
IPDR_00000826,2023-03-18 00:59:23,DEV_001169,95.145.1.12,39.44.62.241,443,ICMP,907,1357,bank.com,332.73,32934,0,0,BOS
IPDR_00000827,2023-03-18 07:03:52,DEV_000854,167.23.39.198,14.62.175.181,8080,ICMP,8287,875,amazon.com,124.68,32934,0,0,MIA
IPDR_00000828,2023-03-18 07:56:15,DEV_001639,79.110.73.44,86.63.81.162,8080,UDP,2266,104,dark.xyz,52.26,15169,0,0,MIA
IPDR_00000829,2023-03-18 08:09:31,DEV_000918,219.127.183.165,92.191.78.7,53,UDP,7423,9236,google.com,80.29,16509,0,0,MIA
IPDR_00000830,2023-03-18 10:06:35,DEV_000335,144.102.208.40,124.180.15.68,8080,UDP,11170,1701,api.service.io,867.98,16509,0,0,CHI
IPDR_00000831,2023-03-18 10:21:33,DEV_001740,16.249.241.79,80.102.231.36,53,TCP,991,1519,google.com,43.1,15169,0,0,NYC
IPDR_00000832,2023-03-18 12:06:15,DEV_001024,162.163.164.252,36.202.87.79,5432,TCP,6942,3592,amazon.com,86.3,16509,0,0,CHI
IPDR_00000833,2023-03-19 13:11:25,DEV_000033,127.242.58.121,70.141.39.28,3306,TCP,50170,54053,api.service.io,19.92,16509,0,0,LA
IPDR_00000834,2023-03-18 13:08:08,DEV_000602,55.21.179.205,151.31.137.213,3306,TCP,29645,1945,api.service.io,94.83,15169,0,0,LA
IPDR_00000835,2023-03-18 15:21:10,DEV_000804,82.53.116.240,100.13.30.56,5432,ICMP,19892,5050,amazon.com,45.18,0,0,0,LA
IPDR_00000836,2023-03-18 17:38:58,DEV_000527,63.38.28.106,6.58.238.171,53,UDP,24169,483,tor.exit.node,213.91,0,0,0,HOU
IPDR_00000837,2023-03-18 18:40:50,DEV_001250,149.109.142.231,198.159.36.57,80,TCP,101,5238,tor.exit.node,528.53,16509,0,0,HOU
IPDR_00000838,2023-03-18 19:44:15,DEV_000772,68.167.185.213,136.220.163.213,22,ICMP,1163,135680,cdn.net,358.74,16509,0,0,SEA
IPDR_00000839,2023-03-18 20:34:10,DEV_000953,80.224.52.206,140.36.221.134,80,ICMP,5725,785,cdn.net,8.16,8075,0,0,NYC
IPDR_00000840,2023-03-19 00:57:05,DEV_000346,254.71.176.197,128.194.82.193,22,UDP,200,18972,cdn.net,555.13,8075,0,0,BOS
IPDR_00000841,2023-03-19 01:12:37,DEV_000761,54.133.223.105,114.147.97.23,3306,TCP,4089,1103,dark.xyz,12.39,15169,0,0,HOU
IPDR_00000842,2023-03-19 01:17:55,DEV_001897,101.23.218.82,120.122.223.21,443,UDP,59574,11968,bank.com,320.81,15169,0,0,CHI
IPDR_00000843,2023-03-19 01:29:58,DEV_001574,126.235.153.172,85.160.26.252,3306,UDP,1461,10040,amazon.com,58.05,15169,0,0,HOU
IPDR_00000844,2023-03-19 01:49:01,DEV_000104,7.178.240.109,174.63.11.145,3306,UDP,11192,1197,dark.xyz,1083.42,0,0,0,NYC
IPDR_00000845,2023-03-19 02:15:52,DEV_001677,209.222.164.251,183.27.242.16,443,UDP,57530,1382,tor.exit.node,1155.89,15169,0,0,NYC
IPDR_00000846,2023-03-19 06:37:02,DEV_000844,28.96.220.39,104.157.33.124,80,UDP,3164,542,cdn.net,370.76,15169,0,0,NYC
IPDR_00000847,2023-03-19 07:09:44,DEV_001978,154.35.43.57,49.132.8.74,443,UDP,31218,7686,google.com,88.31,8075,0,0,HOU
IPDR_00000848,2023-03-19 08:20:39,DEV_000120,183.136.87.145,32.214.14.151,5432,TCP,746,5162,dark.xyz,542.32,8075,0,0,MIA
IPDR_00000849,2023-03-19 10:39:25,DEV_000779,176.93.232.9,59.237.179.243,22,TCP,3123,21223,api.service.io,132.07,16509,0,0,BOS
IPDR_00000850,2023-03-19 12:08:52,DEV_001061,162.243.219.209,108.140.184.52,22,UDP,18395,4234,amazon.com,99.97,16509,0,0,CHI
IPDR_00000851,2023-03-19 14:34:56,DEV_000797,174.224.186.20,71.242.138.68,5432,ICMP,6653,5441,cdn.net,205.15,15169,0,0,NYC
IPDR_00000852,2023-03-19 14:47:56,DEV_000468,241.203.49.41,172.103.200.44,5432,TCP,40,7596,amazon.com,118.86,32934,0,0,NYC
IPDR_00000853,2023-03-19 15:08:24,DEV_001748,248.61.136.52,174.83.188.153,443,UDP,4024,3462,api.service.io,218.15,15169,0,0,MIA
IPDR_00000854,2023-03-19 16:47:47,DEV_000384,35.39.6.94,7.252.181.7,8080,ICMP,5559,39202,api.service.io,200.57,0,0,0,MIA
IPDR_00000855,2023-03-19 19:02:10,DEV_001521,186.196.176.127,209.192.12.197,443,TCP,9478,8067,cdn.net,82.43,8075,0,0,CHI
IPDR_00000856,2023-03-19 19:29:47,DEV_001704,178.64.128.94,10.238.25.177,5432,TCP,4167,3473,cdn.net,204.84,0,0,0,LA
IPDR_00000857,2023-03-19 22:53:27,DEV_000989,147.181.97.42,54.202.28.109,80,TCP,380,16029,bank.com,134.72,8075,0,0,NYC
IPDR_00000858,2023-03-19 23:17:39,DEV_001620,162.203.46.54,247.72.188.176,80,ICMP,5966,23529,google.com,78.61,0,0,0,NYC
IPDR_00000859,2023-03-20 03:08:00,DEV_000494,130.52.151.144,64.35.218.150,80,TCP,532387,11720,dark.xyz,81.82,15169,0,0,HOU
IPDR_00000860,2023-03-20 05:07:36,DEV_001993,203.109.147.5,15.130.58.123,5432,UDP,175,3495,google.com,728.8,15169,0,0,MIA
IPDR_00000861,2023-03-20 07:43:50,DEV_000367,235.79.99.6,193.94.204.92,22,UDP,640,3408,bank.com,409.06,16509,0,0,MIA
IPDR_00000862,2023-03-20 08:57:49,DEV_001248,9.122.129.30,24.117.247.167,53,TCP,399,933,bank.com,249.85,16509,0,0,BOS
IPDR_00000863,2023-03-20 11:25:21,DEV_001112,31.6.240.16,50.195.163.108,80,UDP,1864,600,amazon.com,16.16,15169,0,0,CHI
IPDR_00000864,2023-03-20 14:39:42,DEV_001514,13.174.18.96,201.116.95.238,443,ICMP,5759,38639,cdn.net,672.32,8075,0,0,CHI
IPDR_00000865,2023-03-20 15:50:31,DEV_000358,235.212.158.119,162.96.79.178,5432,ICMP,13243,4064,amazon.com,105.82,15169,0,0,LA
IPDR_00000866,2023-03-20 17:57:02,DEV_001029,140.173.67.146,87.15.218.130,3306,TCP,258,70910,cdn.net,362.49,32934,0,0,MIA
IPDR_00000867,2023-03-20 18:08:59,DEV_001568,244.120.166.85,192.73.184.110,5432,TCP,562,85,google.com,137.64,15169,0,0,BOS
IPDR_00000868,2023-03-20 21:48:21,DEV_001598,218.75.205.133,14.27.181.69,80,ICMP,91926,2229,dark.xyz,690.76,8075,0,0,HOU
IPDR_00000869,2023-03-21 02:30:10,DEV_000337,26.45.178.224,67.197.171.115,8080,UDP,5268,1912,api.service.io,432.1,16509,0,0,LA
IPDR_00000870,2023-03-21 06:33:28,DEV_000040,146.57.251.1,112.239.99.232,80,UDP,988,177,dark.xyz,228.04,15169,0,0,LA
IPDR_00000871,2023-03-21 06:39:25,DEV_001673,237.157.234.81,187.59.64.242,8080,UDP,217813,7715,amazon.com,921.6,32934,0,0,MIA
IPDR_00000872,2023-03-21 07:14:15,DEV_001016,100.22.106.239,253.250.108.218,8080,ICMP,23101,480059,google.com,682.47,15169,0,0,BOS
IPDR_00000873,2023-03-21 07:19:37,DEV_001700,126.139.144.253,227.49.231.78,53,UDP,3281,168,api.service.io,252.4,15169,0,0,MIA
IPDR_00000874,2023-03-21 08:04:45,DEV_001993,187.65.102.148,152.128.185.127,3306,UDP,200,2755,api.service.io,96.69,15169,0,0,MIA
IPDR_00000875,2023-03-21 09:42:51,DEV_000685,52.8.37.53,65.91.240.200,53,TCP,3408,8956,dark.xyz,179.62,8075,0,0,CHI
IPDR_00000876,2023-03-21 13:26:35,DEV_000102,49.58.173.111,232.171.25.156,80,ICMP,47365,2958,tor.exit.node,15.07,32934,0,0,LA
IPDR_00000877,2023-03-21 15:04:14,DEV_000721,217.187.80.197,252.104.202.116,22,TCP,429,8775,api.service.io,82.59,16509,0,0,SEA
IPDR_00000878,2023-03-21 18:17:35,DEV_001272,1.154.60.138,156.152.166.91,3306,UDP,1611,217,google.com,218.55,8075,0,0,BOS
IPDR_00000879,2023-03-21 19:07:41,DEV_000506,14.105.3.197,202.45.135.194,8080,UDP,1345,3290,amazon.com,219.33,32934,0,0,HOU
IPDR_00000880,2023-03-22 00:51:28,DEV_000931,71.203.54.29,37.137.216.205,3306,UDP,32005,840,api.service.io,51.15,8075,0,0,BOS
IPDR_00000881,2023-03-22 01:02:03,DEV_000109,173.84.129.182,182.238.195.78,3306,ICMP,2737,7223,google.com,1177.81,16509,0,0,MIA
IPDR_00000882,2023-03-22 02:08:19,DEV_000524,204.142.7.86,40.76.221.175,5432,ICMP,6955,1548,google.com,136.69,16509,0,0,BOS
IPDR_00000883,2023-03-22 04:26:02,DEV_000611,92.131.37.10,106.181.220.225,53,TCP,8529,2202,amazon.com,742.81,0,0,0,MIA
IPDR_00000884,2023-03-22 06:12:51,DEV_001349,179.247.137.145,75.116.115.51,443,ICMP,4253,50480,api.service.io,406.1,15169,0,0,HOU
IPDR_00000885,2023-03-22 07:09:26,DEV_001442,116.139.109.175,237.26.140.0,8080,UDP,1018,11653,bank.com,72.68,0,0,0,MIA
IPDR_00000886,2023-10-17 09:23:58,DEV_001625,73.220.17.65,246.196.235.177,8080,ICMP,28800,362,cdn.net,323.65,32934,0,0,LA
IPDR_00000887,2023-03-22 16:45:24,DEV_001592,161.99.223.223,20.5.157.122,8080,UDP,4559,6472,api.service.io,26.41,32934,0,0,MIA
IPDR_00000888,2023-03-22 18:27:24,DEV_000357,230.136.146.39,155.32.45.183,5432,UDP,2442,28432,cdn.net,568.25,32934,0,0,MIA
IPDR_00000889,2023-03-22 19:36:26,DEV_001942,24.142.198.24,21.199.175.181,443,UDP,483,714,tor.exit.node,229.73,32934,0,0,SEA
IPDR_00000890,2023-03-22 22:05:43,DEV_001014,147.159.3.209,187.222.105.1,22,UDP,3315,5516,api.service.io,275.17,16509,0,0,CHI
IPDR_00000891,2023-03-23 00:17:03,DEV_001277,15.79.217.21,4.145.212.187,3306,TCP,1348,3198,api.service.io,360.02,16509,0,0,BOS
IPDR_00000892,2023-03-23 02:40:54,DEV_000487,156.190.33.194,232.15.31.89,8080,UDP,1301,10530,cdn.net,388.2,0,0,0,HOU
IPDR_00000893,2023-03-23 07:18:37,DEV_001461,230.143.193.135,60.57.136.125,8080,ICMP,549,1873,cdn.net,369.06,0,0,0,HOU
IPDR_00000894,2023-03-23 08:40:11,DEV_000544,155.1.213.52,81.188.150.195,8080,ICMP,56004,7786,tor.exit.node,26.45,0,0,0,CHI
